recording_id	prompt_id	take	tier	kind	asaxi	translation_en	translation_scope	dictionary_pitch_by_word	predicted_utterance_pitch_by_word	morphology_by_word	predicted_boundary_tone	reference_authority	reference_reading	reference_agreement	annotation_status
asx_gra_00da1fc156ee_t01	asx_gra_00da1fc156ee	1	B	grammar_example	to shosa ni siŕo.	The road (is) to the unknown.	exact	to [L] | shosa [H.L] | ni [L] | siŕo [H.H]	to [H] | shosa [L.L] | ni [L] | siŕo [H.H]	to [lexical] | shosa [lexical] | ni [lexical] | siŕo [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_00da1fc156ee_t02	asx_gra_00da1fc156ee	2	B	grammar_example	to shosa ni siŕo.	The road (is) to the unknown.	exact	to [L] | shosa [H.L] | ni [L] | siŕo [H.H]	to [H] | shosa [L.L] | ni [L] | siŕo [H.H]	to [lexical] | shosa [lexical] | ni [lexical] | siŕo [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_0224e54e383d_t01	asx_gra_0224e54e383d	1	B	grammar_example	to shěso sè john.	The book is with/of John.	exact	to [L] | shěso [H.L] | sè [L] | john [H]	to [H] | shěso [L.L] | sè [L] | john [L]	to [lexical] | shěso [lexical] | sè [lexical] | john [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_0224e54e383d_t02	asx_gra_0224e54e383d	2	B	grammar_example	to shěso sè john.	The book is with/of John.	exact	to [L] | shěso [H.L] | sè [L] | john [H]	to [H] | shěso [L.L] | sè [L] | john [L]	to [lexical] | shěso [lexical] | sè [lexical] | john [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_44b0265261c9_t01	asx_gra_44b0265261c9	1	B	grammar_example	to kjèkiŕo john dåŕa.	The axe is intended for John.	exact	to [L] | kjèkiŕo [H.L.L] | john [H] | dåŕa [H.L]	to [H] | kjèkiŕo [L.L.L] | john [H] | dåŕa [H.L]	to [lexical] | kjèkiŕo [lexical] | john [lexical] | dåŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_44b0265261c9_t02	asx_gra_44b0265261c9	2	B	grammar_example	to kjèkiŕo john dåŕa.	The axe is intended for John.	exact	to [L] | kjèkiŕo [H.L.L] | john [H] | dåŕa [H.L]	to [H] | kjèkiŕo [L.L.L] | john [H] | dåŕa [H.L]	to [lexical] | kjèkiŕo [lexical] | john [lexical] | dåŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_245f6944e8fa_t01	asx_gra_245f6944e8fa	1	B	grammar_example	to kjèkiŕo då john.	The axe (is) for John.	exact	to [L] | kjèkiŕo [H.L.L] | då [L] | john [H]	to [H] | kjèkiŕo [L.L.L] | då [L] | john [L]	to [lexical] | kjèkiŕo [lexical] | då [lexical] | john [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_245f6944e8fa_t02	asx_gra_245f6944e8fa	2	B	grammar_example	to kjèkiŕo då john.	The axe (is) for John.	exact	to [L] | kjèkiŕo [H.L.L] | då [L] | john [H]	to [H] | kjèkiŕo [L.L.L] | då [L] | john [L]	to [lexical] | kjèkiŕo [lexical] | då [lexical] | john [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_5663d79aed73_t01	asx_gra_5663d79aed73	1	B	grammar_example	to john gaŕo izoŕa.	John originates from the city.	exact	to [L] | john [H] | gaŕo [L.H] | izoŕa [L.L.L]	to [H] | john [L] | gaŕo [L.H] | izoŕa [L.L.L]	to [lexical] | john [lexical] | gaŕo [lexical] | izoŕa [izo (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_5663d79aed73_t02	asx_gra_5663d79aed73	2	B	grammar_example	to john gaŕo izoŕa.	John originates from the city.	exact	to [L] | john [H] | gaŕo [L.H] | izoŕa [L.L.L]	to [H] | john [L] | gaŕo [L.H] | izoŕa [L.L.L]	to [lexical] | john [lexical] | gaŕo [lexical] | izoŕa [izo (function morpheme) + -ŕa (validity suffix)]	L%	none		no_reference	source_attested_model_accent
asx_gra_011581e795bf_t01	asx_gra_011581e795bf	1	B	grammar_example	to john izo gaŕo.	John (is) from the city.	exact	to [L] | john [H] | izo [L.L] | gaŕo [L.H]	to [H] | john [L] | izo [L.L] | gaŕo [L.L]	to [lexical] | john [lexical] | izo [lexical] | gaŕo [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_011581e795bf_t02	asx_gra_011581e795bf	2	B	grammar_example	to john izo gaŕo.	John (is) from the city.	exact	to [L] | john [H] | izo [L.L] | gaŕo [L.H]	to [H] | john [L] | izo [L.L] | gaŕo [L.L]	to [lexical] | john [lexical] | izo [lexical] | gaŕo [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_9fabab0d8af2_t01	asx_gra_9fabab0d8af2	1	B	grammar_example	to mao zá o.	The moon (is) with the sky.	exact	to [L] | mao [H.L] | zá [L] | o [H]	to [H] | mao [L.L] | zá [L] | o [L]	to [lexical] | mao [lexical] | zá [lexical] | o [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_9fabab0d8af2_t02	asx_gra_9fabab0d8af2	2	B	grammar_example	to mao zá o.	The moon (is) with the sky.	exact	to [L] | mao [H.L] | zá [L] | o [H]	to [H] | mao [L.L] | zá [L] | o [L]	to [lexical] | mao [lexical] | zá [lexical] | o [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_0d2f694d01b7_t01	asx_gra_0d2f694d01b7	1	B	grammar_example	to wo jåshěsonů.	I want to read.	exact	to [L] | wo [L] | jåshěsonů [L.H.L.L]	to [H] | wo [L] | jåshěsonů [L.H.L.L]	to [lexical] | wo [lexical] | jåshěsonů [jå- (prefix) + shěsonů (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_0d2f694d01b7_t02	asx_gra_0d2f694d01b7	2	B	grammar_example	to wo jåshěsonů.	I want to read.	exact	to [L] | wo [L] | jåshěsonů [L.H.L.L]	to [H] | wo [L] | jåshěsonů [L.H.L.L]	to [lexical] | wo [lexical] | jåshěsonů [jå- (prefix) + shěsonů (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_9ee09b1316b1_t01	asx_gra_9ee09b1316b1	1	B	grammar_example	to wo zènájåijo.	I did not want to see.	exact	to [L] | wo [L] | zènájåijo [L.H.L.H.L]	to [H] | wo [L] | zènájåijo [L.H.L.H.L]	to [lexical] | wo [lexical] | zènájåijo [zè- (prefix) + ná (dominant prefix) + jå- (prefix) + ijo (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_9ee09b1316b1_t02	asx_gra_9ee09b1316b1	2	B	grammar_example	to wo zènájåijo.	I did not want to see.	exact	to [L] | wo [L] | zènájåijo [L.H.L.H.L]	to [H] | wo [L] | zènájåijo [L.H.L.H.L]	to [lexical] | wo [lexical] | zènájåijo [zè- (prefix) + ná (dominant prefix) + jå- (prefix) + ijo (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_fd732def0d78_t01	asx_gra_fd732def0d78	1	B	grammar_example	to wo xèshěsonů.	I try to read.	exact	to [L] | wo [L] | xèshěsonů [L.H.L.L]	to [H] | wo [L] | xèshěsonů [L.H.L.L]	to [lexical] | wo [lexical] | xèshěsonů [xè- (prefix) + shěsonů (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_fd732def0d78_t02	asx_gra_fd732def0d78	2	B	grammar_example	to wo xèshěsonů.	I try to read.	exact	to [L] | wo [L] | xèshěsonů [L.H.L.L]	to [H] | wo [L] | xèshěsonů [L.H.L.L]	to [lexical] | wo [lexical] | xèshěsonů [xè- (prefix) + shěsonů (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_2c90f153631c_t01	asx_gra_2c90f153631c	1	B	grammar_example	to wo paxèhaśù.	I will try to run.	exact	to [L] | wo [L] | paxèhaśù [L.L.L.H]	to [H] | wo [L] | paxèhaśù [L.L.L.L]	to [lexical] | wo [lexical] | paxèhaśù [pa- (prefix) + xè- (prefix) + haśù (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_2c90f153631c_t02	asx_gra_2c90f153631c	2	B	grammar_example	to wo paxèhaśù.	I will try to run.	exact	to [L] | wo [L] | paxèhaśù [L.L.L.H]	to [H] | wo [L] | paxèhaśù [L.L.L.L]	to [lexical] | wo [lexical] | paxèhaśù [pa- (prefix) + xè- (prefix) + haśù (root)]	L%	none		no_reference	source_attested_model_accent
asx_gra_a9f0d3814e3a_t01	asx_gra_a9f0d3814e3a	1	B	grammar_example	wo ksá cè kkè?	How do I know?!	exact	wo [L] | ksá [H] | cè [H] | kkè [L.L]	wo [L] | ksá [H] | cè [H] | kkè [L.L]	wo [lexical] | ksá [lexical] | cè [lexical] | kkè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_a9f0d3814e3a_t02	asx_gra_a9f0d3814e3a	2	B	grammar_example	wo ksá cè kkè?	How do I know?!	exact	wo [L] | ksá [H] | cè [H] | kkè [L.L]	wo [L] | ksá [H] | cè [H] | kkè [L.L]	wo [lexical] | ksá [lexical] | cè [lexical] | kkè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_fc0ea2ebaf4b_t01	asx_gra_fc0ea2ebaf4b	1	B	grammar_example	no wo ijo kè?	Do you see me?	exact	no [L] | wo [L] | ijo [H.L] | kè [L]	no [L] | wo [L] | ijo [H.L] | kè [L]	no [lexical] | wo [lexical] | ijo [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_fc0ea2ebaf4b_t02	asx_gra_fc0ea2ebaf4b	2	B	grammar_example	no wo ijo kè?	Do you see me?	exact	no [L] | wo [L] | ijo [H.L] | kè [L]	no [L] | wo [L] | ijo [H.L] | kè [L]	no [lexical] | wo [lexical] | ijo [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_3b967071f4da_t01	asx_gra_3b967071f4da	1	B	grammar_example	kè john zèxoxo?	Did John depart?	exact	kè [L] | john [H] | zèxoxo [L.H.L]	kè [L] | john [H] | zèxoxo [L.H.L]	kè [lexical] | john [lexical] | zèxoxo [zè- (prefix) + xoxo (root)]	LH%	none		no_reference	source_attested_model_accent
asx_gra_3b967071f4da_t02	asx_gra_3b967071f4da	2	B	grammar_example	kè john zèxoxo?	Did John depart?	exact	kè [L] | john [H] | zèxoxo [L.H.L]	kè [L] | john [H] | zèxoxo [L.H.L]	kè [lexical] | john [lexical] | zèxoxo [zè- (prefix) + xoxo (root)]	LH%	none		no_reference	source_attested_model_accent
asx_gra_2555f2812bc1_t01	asx_gra_2555f2812bc1	1	B	grammar_example	ko panáshěsonů kè?	Will she not read?	exact	ko [L] | panáshěsonů [L.H.H.L.L] | kè [L]	ko [L] | panáshěsonů [L.H.H.L.L] | kè [L]	ko [lexical] | panáshěsonů [pa- (prefix) + ná (dominant prefix) + shěsonů (root)] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_2555f2812bc1_t02	asx_gra_2555f2812bc1	2	B	grammar_example	ko panáshěsonů kè?	Will she not read?	exact	ko [L] | panáshěsonů [L.H.H.L.L] | kè [L]	ko [L] | panáshěsonů [L.H.H.L.L] | kè [L]	ko [lexical] | panáshěsonů [pa- (prefix) + ná (dominant prefix) + shěsonů (root)] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_9d80ebfac4d3_t01	asx_gra_9d80ebfac4d3	1	B	grammar_example	kshá shěsonů kè?	Who is reading?	exact	kshá [H] | shěsonů [H.L.L] | kè [L]	kshá [H] | shěsonů [H.L.L] | kè [L]	kshá [lexical] | shěsonů [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_9d80ebfac4d3_t02	asx_gra_9d80ebfac4d3	2	B	grammar_example	kshá shěsonů kè?	Who is reading?	exact	kshá [H] | shěsonů [H.L.L] | kè [L]	kshá [H] | shěsonů [H.L.L] | kè [L]	kshá [lexical] | shěsonů [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_f372c55f9e4c_t01	asx_gra_f372c55f9e4c	1	B	grammar_example	no kjo ijo kè?	What do you see?	exact	no [L] | kjo [H] | ijo [H.L] | kè [L]	no [L] | kjo [H] | ijo [H.L] | kè [L]	no [lexical] | kjo [lexical] | ijo [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_f372c55f9e4c_t02	asx_gra_f372c55f9e4c	2	B	grammar_example	no kjo ijo kè?	What do you see?	exact	no [L] | kjo [H] | ijo [H.L] | kè [L]	no [L] | kjo [H] | ijo [H.L] | kè [L]	no [lexical] | kjo [lexical] | ijo [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_967206982e6b_t01	asx_gra_967206982e6b	1	B	grammar_example	john ksi aśù kè?	Where is John walking?	exact	john [H] | ksi [L] | aśù [H.L] | kè [L]	john [L] | ksi [H] | aśù [H.L] | kè [L]	john [lexical] | ksi [lexical] | aśù [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_967206982e6b_t02	asx_gra_967206982e6b	2	B	grammar_example	john ksi aśù kè?	Where is John walking?	exact	john [H] | ksi [L] | aśù [H.L] | kè [L]	john [L] | ksi [H] | aśù [H.L] | kè [L]	john [lexical] | ksi [lexical] | aśù [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_0b89412d7b3e_t01	asx_gra_0b89412d7b3e	1	B	grammar_example	ko ksè xoxo kè?	Why does she depart?	exact	ko [L] | ksè [H] | xoxo [H.L] | kè [L]	ko [L] | ksè [H] | xoxo [H.L] | kè [L]	ko [lexical] | ksè [lexical] | xoxo [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_0b89412d7b3e_t02	asx_gra_0b89412d7b3e	2	B	grammar_example	ko ksè xoxo kè?	Why does she depart?	exact	ko [L] | ksè [H] | xoxo [H.L] | kè [L]	ko [L] | ksè [H] | xoxo [H.L] | kè [L]	ko [lexical] | ksè [lexical] | xoxo [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_29f1a90a83d9_t01	asx_gra_29f1a90a83d9	1	B	grammar_example	john ksá shěsonů kè?	How does John read?	exact	john [H] | ksá [H] | shěsonů [H.L.L] | kè [L]	john [L] | ksá [H] | shěsonů [H.L.L] | kè [L]	john [lexical] | ksá [lexical] | shěsonů [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_29f1a90a83d9_t02	asx_gra_29f1a90a83d9	2	B	grammar_example	john ksá shěsonů kè?	How does John read?	exact	john [H] | ksá [H] | shěsonů [H.L.L] | kè [L]	john [L] | ksá [H] | shěsonů [H.L.L] | kè [L]	john [lexical] | ksá [lexical] | shěsonů [lexical] | kè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_2f0d1fc0f7f0_t01	asx_gra_2f0d1fc0f7f0	1	B	grammar_example	kshá cè?	Who knows?	exact	kshá [H] | cè [H]	kshá [H] | cè [L]	kshá [lexical] | cè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_2f0d1fc0f7f0_t02	asx_gra_2f0d1fc0f7f0	2	B	grammar_example	kshá cè?	Who knows?	exact	kshá [H] | cè [H]	kshá [H] | cè [L]	kshá [lexical] | cè [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_4b43c43cef1f_t01	asx_gra_4b43c43cef1f	1	B	grammar_example	wo kshá cèná.	(I) do not know who.	exact	wo [L] | kshá [H] | cèná [H.H]	wo [H] | kshá [L] | cèná [H.H]	wo [lexical] | kshá [lexical] | cèná [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_4b43c43cef1f_t02	asx_gra_4b43c43cef1f	2	B	grammar_example	wo kshá cèná.	(I) do not know who.	exact	wo [L] | kshá [H] | cèná [H.H]	wo [H] | kshá [L] | cèná [H.H]	wo [lexical] | kshá [lexical] | cèná [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_cc796270a4cc_t01	asx_gra_cc796270a4cc	1	B	grammar_example	john xoxo vå...	When John departs...	exact	john [H] | xoxo [H.L] | vå [L]	john [H] | xoxo [H.L] | vå [L]	john [lexical] | xoxo [lexical] | vå [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_cc796270a4cc_t02	asx_gra_cc796270a4cc	2	B	grammar_example	john xoxo vå...	When John departs...	exact	john [H] | xoxo [H.L] | vå [L]	john [H] | xoxo [H.L] | vå [L]	john [lexical] | xoxo [lexical] | vå [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_adf5c0139ee3_t01	asx_gra_adf5c0139ee3	1	B	grammar_example	john kvå xoxo?	When does John depart?	exact	john [H] | kvå [H] | xoxo [H.L]	john [L] | kvå [H] | xoxo [L.L]	john [lexical] | kvå [lexical] | xoxo [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_adf5c0139ee3_t02	asx_gra_adf5c0139ee3	2	B	grammar_example	john kvå xoxo?	When does John depart?	exact	john [H] | kvå [H] | xoxo [H.L]	john [L] | kvå [H] | xoxo [L.L]	john [lexical] | kvå [lexical] | xoxo [lexical]	LH%	none		no_reference	source_attested_model_accent
asx_gra_bd0db997d1d7_t01	asx_gra_bd0db997d1d7	1	B	grammar_example	to wo anő shěsonů jå.	I want a reading.	exact	to [L] | wo [L] | anő [L.L] | shěsonů [H.L.L] | jå [H]	to [H] | wo [L] | anő [L.L] | shěsonů [H.L.L] | jå [L]	to [lexical] | wo [lexical] | anő [lexical] | shěsonů [lexical] | jå [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_bd0db997d1d7_t02	asx_gra_bd0db997d1d7	2	B	grammar_example	to wo anő shěsonů jå.	I want a reading.	exact	to [L] | wo [L] | anő [L.L] | shěsonů [H.L.L] | jå [H]	to [H] | wo [L] | anő [L.L] | shěsonů [H.L.L] | jå [L]	to [lexical] | wo [lexical] | anő [lexical] | shěsonů [lexical] | jå [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_8f922b5eece3_t01	asx_gra_8f922b5eece3	1	B	grammar_example	to wo anő shěsonů shěso jå.	I want a book that is read.	exact	to [L] | wo [L] | anő [L.L] | shěsonů [H.L.L] | shěso [H.L] | jå [H]	to [H] | wo [L] | anő [L.L] | shěsonů [H.L.L] | shěso [H.L] | jå [L]	to [lexical] | wo [lexical] | anő [lexical] | shěsonů [lexical] | shěso [lexical] | jå [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_8f922b5eece3_t02	asx_gra_8f922b5eece3	2	B	grammar_example	to wo anő shěsonů shěso jå.	I want a book that is read.	exact	to [L] | wo [L] | anő [L.L] | shěsonů [H.L.L] | shěso [H.L] | jå [H]	to [H] | wo [L] | anő [L.L] | shěsonů [H.L.L] | shěso [H.L] | jå [L]	to [lexical] | wo [lexical] | anő [lexical] | shěsonů [lexical] | shěso [lexical] | jå [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_df84df59bfce_t01	asx_gra_df84df59bfce	1	B	grammar_example	to wo nanå dănă aśù.	I often walk heavily.	exact	to [L] | wo [L] | nanå [L.L] | dănă [H.L] | aśù [H.L]	to [H] | wo [L] | nanå [L.L] | dănă [H.L] | aśù [H.L]	to [lexical] | wo [lexical] | nanå [lexical] | dănă [lexical] | aśù [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_df84df59bfce_t02	asx_gra_df84df59bfce	2	B	grammar_example	to wo nanå dănă aśù.	I often walk heavily.	exact	to [L] | wo [L] | nanå [L.L] | dănă [H.L] | aśù [H.L]	to [H] | wo [L] | nanå [L.L] | dănă [H.L] | aśù [H.L]	to [lexical] | wo [lexical] | nanå [lexical] | dănă [lexical] | aśù [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_7ac76d057f50_t01	asx_gra_7ac76d057f50	1	B	grammar_example	to john onådănă aśù.	John walks consistently heavily.	exact	to [L] | john [H] | onådănă [H.L.L.L] | aśù [H.L]	to [H] | john [L] | onådănă [H.L.L.L] | aśù [H.L]	to [lexical] | john [lexical] | onådănă [lexical] | aśù [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_7ac76d057f50_t02	asx_gra_7ac76d057f50	2	B	grammar_example	to john onådănă aśù.	John walks consistently heavily.	exact	to [L] | john [H] | onådănă [H.L.L.L] | aśù [H.L]	to [H] | john [L] | onådănă [H.L.L.L] | aśù [H.L]	to [lexical] | john [lexical] | onådănă [lexical] | aśù [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_8438924d597f_t01	asx_gra_8438924d597f	1	B	grammar_example	to john sinåshěsonýj shá xiŕa.	John is a never-smart person.	exact	to [L] | john [H] | sinåshěsonýj [H.L.L.L.L] | shá [H] | xiŕa [L.L]	to [H] | john [L] | sinåshěsonýj [H.L.L.L.L] | shá [H] | xiŕa [L.L]	to [lexical] | john [lexical] | sinåshěsonýj [lexical] | shá [lexical] | xiŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_8438924d597f_t02	asx_gra_8438924d597f	2	B	grammar_example	to john sinåshěsonýj shá xiŕa.	John is a never-smart person.	exact	to [L] | john [H] | sinåshěsonýj [H.L.L.L.L] | shá [H] | xiŕa [L.L]	to [H] | john [L] | sinåshěsonýj [H.L.L.L.L] | shá [H] | xiŕa [L.L]	to [lexical] | john [lexical] | sinåshěsonýj [lexical] | shá [lexical] | xiŕa [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_03de99d26a19_t01	asx_gra_03de99d26a19	1	B	grammar_example	bi john zá tom apa dănă chỏnů.	John and Tom munch on apples as much as one another.	exact	bi [H] | john [H] | zá [L] | tom [H] | apa [H.L] | dănă [H.L] | chỏnů [H.H]	bi [H] | john [H] | zá [L] | tom [H] | apa [H.L] | dănă [H.L] | chỏnů [H.H]	bi [lexical] | john [lexical] | zá [lexical] | tom [lexical] | apa [apo (root) + -a (plural)] | dănă [lexical] | chỏnů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_03de99d26a19_t02	asx_gra_03de99d26a19	2	B	grammar_example	bi john zá tom apa dănă chỏnů.	John and Tom munch on apples as much as one another.	exact	bi [H] | john [H] | zá [L] | tom [H] | apa [H.L] | dănă [H.L] | chỏnů [H.H]	bi [H] | john [H] | zá [L] | tom [H] | apa [H.L] | dănă [H.L] | chỏnů [H.H]	bi [lexical] | john [lexical] | zá [lexical] | tom [lexical] | apa [apo (root) + -a (plural)] | dănă [lexical] | chỏnů [lexical]	L%	none		no_reference	source_attested_model_accent
asx_gra_d68b38b3b946_t01	asx_gra_d68b38b3b946	1	B	grammar_example	ỏ john zá tom apa dănă chỏnů.	John and Tom...(same meaning).	exact	ỏ [L] | john [H] | zá [L] | tom [H] | apa [H.L] | dănă [H.L] | chỏnů [H.H]	ỏ [H] | john [L] | zá [L] | tom [H] | apa [H.L] | dănă [H.L] | chỏnů [H.H]	ỏ [ỏ- (prefix)] | john [lexical] | zá [lexical] | tom [lexical] | apa [apo (root) + -a (plural)] | dănă [lexical] | chỏnů [lexical]	L%	none		no_reference	source_attested_model_accent
